,Pressure,Humidity,Temperature
377,979.55,74.95,
378,979.85,78.15,
379,980.25,84.55,
380,981.2,87.4,
381,981.95,88.4,
382,982.6,89.95,
383,982.75,91.6,
384,982.45,93.15,
385,982.1,94.15,
386,981.95,94.9,
387,982.25,96.15,
388,982.65,96.7,
389,982.8,96.9,
390,983.35,97.45,
391,983.9,97.3,
392,984.45,92.75,
393,984.6,84.7,
394,984.45,80.8,
395,984.25,79.6,
396,983.65,76.55,
397,982.55,71.35,
398,981.35,67.2,
399,980.35,65.2,
400,979.95,63.3,
401,979.8,65.4,
402,979.85,72.4,
403,980.2,78.9,
404,980.75,83.2,
405,981.6,87.4,
406,982.15,89.8,
407,982.55,91.6,
408,982.15,93.55,
409,982,94.45,
410,981.75,94.95,
411,981.95,94.7,
412,982.3,94.85,
413,982.45,95.6,
414,982.75,96.4,
415,982.7,95.95,
416,982.9,93.55,
417,983.4,91.3,
418,983.7,88.95,
419,983.6,88.45,
420,983,88.45,
421,982.1,83.9,
422,981.35,82.65,
423,980.15,80.5,
424,979.85,79.85,
425,979.5,81.55,
426,979.7,84.85,
427,980.55,90.05,
428,981.15,92.85,
429,981.9,94.1,
430,982.45,94.7,
431,982.65,95.95,
432,982.35,97.2,
433,981.7,97.55,
434,981.75,97.6,
435,981.7,97.7,
436,982.45,97.5,
437,982.75,96.25,
438,982.75,97.05,
439,983.1,97.7,
440,983.6,98.05,
441,984.05,98.3,
442,984.3,98.2,
443,983.95,97.45,
444,983.3,94.55,
445,982.25,89.35,
446,981.2,81.95,
447,980.45,77.05,
448,979.7,74.75,
449,979.5,76.9,
450,979.8,79.2,
451,980.5,83.45,
452,981.55,85.25,
453,982.25,88.35,
454,982.7,90.45,
455,982.95,91.65,
456,983.05,93.9,
457,982.6,95.1,
458,982.15,95.4,
459,981.7,95.75,
460,981.7,96,
461,982.35,95.65,
462,983,96.05,
463,983.45,96.4,
464,983.9,94.75,
465,984.15,89,
466,983.95,87.45,
467,983.5,88.25,
468,982.65,83.6,
469,981.75,76.55,
470,980.9,74.95,
471,980.15,75,
472,979.45,76.05,
473,979.4,77.9,
474,979.95,81.8,
475,980.7,86.05,
476,981.5,88.05,
477,982.25,89.95,
478,982.9,91.1,
479,983.2,92.9,
480,982.65,96.35,
481,982,97.7,
482,981.85,97.85,
483,981.7,98.2,
484,981.85,98.4,
485,981.95,98.45,
486,982.2,98.6,
487,982.75,98.75,
488,983.4,98.6,
489,983.9,98.4,
490,983.7,96.6,
491,983,88.2,
492,982.15,83.35,
493,981.3,80.2,
494,979.9,75.55,
495,979.15,72.6,
496,978.6,73.05,
497,978.65,77.1,
498,979.05,80.05,
499,979.3,84.6,
500,979.95,88.2,
501,980.5,91.25,
502,981.3,91.6,
503,981.75,93.45,
504,981.7,94.85,
505,981.25,96.35,
506,980.95,96.75,
507,980.9,96.2,
508,981.3,97.05,
509,981.8,97.15,
510,982.15,97.5,
511,982.6,97.85,
512,983,97.25,
513,983.3,97.15,
514,983.5,96.4,
515,983.2,94.65,
516,982.95,89.35,
517,982,84.3,
518,981,79.15,
519,980.3,81.9,
520,979.8,76.4,
521,979.55,75,
522,979.45,77.9,
523,980.1,84.05,
524,980.55,88.55,
525,981.15,89.2,
526,981.45,90.8,
527,981.4,91.95,
528,981.35,93.35,
529,980.95,94.5,
530,981.15,94.85,
531,981.25,94.3,
532,981.4,93.85,
533,981.55,94.45,
534,982.2,95.25,
535,982.65,95.4,
536,982.9,93.6,
537,983.25,90.55,
538,983.2,89.25,
539,982.75,86.15,
540,982,79.55,
541,981.3,77.45,
542,980.85,79.8,
543,980.05,77.6,
544,979.5,76.15,
545,979.25,77.8,
546,979.35,81.15,
547,979.75,87.65,
548,980.4,91.6,
549,980.95,93.5,
550,981.1,93.8,
551,981.3,93.05,
552,981.25,93.9,
553,981.15,95.55,
554,981.1,96.3,
555,981.2,96.65,
556,981.25,96.85,
557,981.55,97,
558,981.95,96.95,
559,982.35,96.55,
560,982.85,94.65,
561,982.95,90.65,
562,982.8,86.25,
563,982.5,83.15,
564,981.85,77.8,
565,981.2,74.9,
566,980.5,76.75,
567,980.05,75.35,
568,979.95,76.65,
569,979.9,78.55,
570,980.05,81.4,
571,980.6,87.55,
572,981,90,
573,981.55,92.3,
574,981.8,93.6,
575,981.65,94.65,
576,981.35,95.5,
577,980.95,96.1,
578,980.95,96.75,
579,981.2,97.9,
580,981.6,98.35,
581,982.05,98.65,
582,982.4,98.85,
583,982.8,98.6,
584,983.45,97,
585,984.1,92.3,
586,983.7,84,
587,983.05,77.6,
588,982.1,72.65,
589,981.45,71,
590,980.6,68.75,
591,979.85,67.1,
592,979.4,68.35,
593,979.25,72.1,
594,979.55,76.05,
595,980.25,81.4,
596,981.1,84.95,
597,981.65,88,
598,982.1,90.5,
599,982.2,91.85,
600,982,93.25,
601,981.55,94.2,
602,981.3,94.1,
603,981.75,94.7,
604,981.9,95.6,
605,982.3,96.65,
606,982.7,97.2,
607,983,97.05,
608,983.85,96.05,
609,984.55,95.4,
610,984.35,96.55,
611,983.6,96.55,
612,982.45,92.35,
613,981.8,89.45,
614,981.4,90.05,
615,980.55,84.5,
616,979.6,77.65,
617,979.65,76.65,
618,979.9,81.25,
619,980.65,86.85,
620,981.2,90.95,
621,981.7,92.6,
622,982.15,93.95,
623,982.6,95.1,
624,982.15,96,
625,981.95,96.8,
626,981.45,96.95,
627,981.45,97,
628,981.65,96.65,
629,982.25,95.75,
630,982.65,95.9,
631,982.85,96,
632,983.3,93.3,
633,983.65,90.3,
634,983.4,85.7,
635,982.95,82.2,
636,982.2,80.15,
637,981.25,76.3,
638,980.5,75.05,
639,979.75,73.25,
640,979.4,73.4,
641,979.35,74.5,
642,979.5,77.35,
643,979.95,83.35,
644,980.2,87.2,
645,980.9,89.6,
646,981.65,92.4,
647,982.2,92.8,
648,982.15,92.45,
649,981.3,93.35,
650,981.2,92.8,
651,981.3,92.4,
652,981.2,93.2,
653,981.55,94.8,
654,982.1,96.2,
655,982.55,95.75,
656,982.95,91.05,
657,983,89.25,
658,982.7,87.35,
659,982.35,81.3,
660,982,80.1,
661,981,78.05,
662,979.4,71.55,
663,978.7,70.95,
664,978.3,69.75,
665,978.3,70.75,
666,978.7,76.45,
667,979.35,81.45,
668,980.5,85.15,
669,981.15,95.6,
670,981.7,96.95,
671,981.9,97.5,
672,981.75,98,
673,981.05,98,
674,980.75,98.15,
675,980.9,98.2,
676,981.55,97.5,
677,982.05,96.7,
678,982.5,96.15,
679,983.05,95.8,
680,983.35,94.25,
681,983.55,90.7,
682,983.4,88.2,
683,983.05,84.5,
684,982.45,84.05,
685,981.5,82.05,
686,980.45,80.45,
687,979.35,74.2,
688,978.9,71.7,
689,978.9,72.3,
690,979.3,78.6,
691,980.15,84.95,
692,981,88.6,
693,981.45,89.8,
694,982.1,90.35,
695,982.3,92.3,
696,982.2,95.1,
697,981.95,95.8,
698,981.3,95.9,
699,980.95,95.65,
700,981,95.3,
701,981.35,94.6,
702,982.1,94.55,
703,983.1,94.75,
704,983.65,93.9,
705,983.95,88.5,
706,983.85,89.55,
707,983.35,87.05,
708,982.6,83.45,
709,981.6,81.8,
710,980.45,78.1,
711,979.85,81.4,
712,979.45,80.25,
713,979.4,81.05,
714,979.7,84.45,
715,980.35,88.85,
716,981.15,91.5,
717,982,92.15,
718,982.6,92.9,
719,982.8,94.05,
720,982.4,95.35,
721,981.95,96.5,
722,981.5,97,
723,981.4,97.05,
724,981.7,96.75,
725,982.05,96.65,
726,982.4,96.75,
727,983,96.6,
728,983.55,94.45,
729,983.9,91.1,
730,983.85,84.7,
731,983.65,81.95,
732,982.9,81.85,
733,981.95,79.95,
734,980.85,78.05,
735,979.95,76,
736,979.55,75.4,
737,979.35,77.25,
738,979.35,82,
739,979.85,86.7,
740,980.35,89.35,
741,981.45,91.8,
742,982.05,93.1,
743,982.35,93.6,
