,Pressure,Humidity,Temperature
399,978.65,66.4,
400,977.9,67.55,
401,977.85,68.35,
402,978.05,72.25,
403,978.7,77.3,
404,979.45,81.35,
405,980.15,85.15,
406,980.75,86.75,
407,981,88.2,
408,980.8,91.2,
409,980.35,93.35,
410,979.95,93.55,
411,980.15,93.65,
412,980.35,93.25,
413,980.65,93.5,
414,981.2,93.6,
415,981.65,93.15,
416,982.55,92.25,
417,983.25,93.2,
418,983.15,89.2,
419,982.9,87.35,
420,982.05,81.7,
421,980.9,74.5,
422,979.7,70.3,
423,978.6,66.8,
424,977.85,66.8,
425,977.8,67.05,
426,977.9,70.95,
427,978.1,76.35,
428,978.7,82.4,
429,979.9,87.05,
430,980.7,90.65,
431,981.25,93.25,
432,981.15,94.6,
433,980.8,95.5,
434,980.35,95.8,
435,980.35,93.7,
436,980.35,93.65,
437,980.9,94.3,
438,981.25,94.4,
439,981.9,94.85,
440,982.65,93.6,
441,983.3,89.6,
442,982.95,83.2,
443,982.7,81,
444,982.3,82.6,
445,981.25,79.9,
446,980.35,76.15,
447,979.4,73.65,
448,978.8,75.7,
449,978.9,79.15,
450,979.05,81.45,
451,979.25,84.35,
452,979.95,87.2,
453,980.55,89.25,
454,981.25,90.85,
455,981.55,92.05,
456,981,92.45,
457,980.55,93.25,
458,980.1,93.8,
459,980.05,93.75,
460,980.4,93.5,
461,980.45,93.55,
462,980.8,93.3,
463,981.3,92.8,
464,982.15,92,
465,982.5,89.95,
466,982.5,84.65,
467,982.25,79.7,
468,981.6,78.4,
469,980.65,76.2,
470,979.85,72.3,
471,979.45,73.15,
472,979.3,74.95,
473,979.25,76.1,
474,979.4,78.5,
475,979.8,84.15,
476,980.35,88.15,
477,981.15,90.65,
478,982.05,91.9,
479,982.55,92.6,
480,982.55,93.8,
481,982.3,95.2,
482,982.2,95.1,
483,982.3,94.45,
484,982.2,95.05,
485,981.95,95.8,
486,981.9,95.45,
487,982.4,94.35,
488,983.4,92.2,
489,983.8,84.75,
490,983.5,82.45,
491,983,82.4,
492,982.15,83.95,
493,981.25,89.25,
494,980.45,82.95,
495,979.9,77.25,
496,979.65,78.75,
497,979.75,77.6,
498,980,79.2,
499,980.55,86.1,
500,981,89.2,
501,981.6,91.6,
502,982.1,92.1,
503,982.1,92.95,
504,981.75,93.05,
505,981.6,92.8,
506,981.8,93.9,
507,982.1,96.1,
508,982.35,96.9,
509,982.5,97.35,
510,982.45,97.85,
511,982.85,97.5,
512,983.3,95.35,
513,983.55,86.15,
514,983.35,77.45,
515,983,71.6,
516,982.5,69.6,
517,981.75,71.85,
518,981,70.2,
519,980.2,70,
520,979.8,65.65,
521,980.05,70.4,
522,980.55,73.85,
523,980.95,78.45,
524,981.65,81.65,
525,982.3,84.6,
526,982.5,87.65,
527,982.45,89.55,
528,982.4,90.9,
529,982.15,93.35,
530,981.85,94.4,
531,981.85,94.65,
532,982.25,94.25,
533,982.6,93.4,
534,983.25,93.55,
535,983.5,94.15,
536,983.9,93.85,
537,984.1,90.8,
538,984.25,89.8,
539,983.8,87.6,
540,983.05,84.2,
541,981.95,81.8,
542,981.2,82.8,
543,980.5,84.15,
544,979.95,80.55,
545,980.2,83.35,
546,980.6,86.9,
547,980.85,90,
548,982,92.15,
549,982.6,93.15,
550,982.6,93.85,
551,982.95,93.45,
552,982.6,93.7,
553,982.25,95.2,
554,981.9,96.35,
555,981.75,96.5,
556,982.1,97,
557,982.6,96.85,
558,983.1,97.25,
559,983.55,97.6,
560,983.8,97.5,
561,983.75,94.7,
562,983.65,93.85,
563,983.2,93.95,
564,982.5,87.6,
565,982,88.4,
566,981.55,90.65,
567,980.95,88.15,
568,980.65,85.75,
569,980.85,86.15,
570,981.25,89.75,
571,982.35,93.45,
572,983.15,94.7,
573,984.1,95.05,
574,984.7,96.1,
575,984.65,96.85,
576,984.05,97.7,
577,983.5,98.25,
578,983,98.9,
579,982.75,98.9,
580,982.8,98.7,
581,983,98.15,
582,983.05,97.65,
583,983.45,97.15,
584,983.95,95.45,
585,984.25,90.7,
586,984.15,87.4,
587,983.7,81.95,
588,982.8,77.5,
589,981.85,74.55,
590,981,73.25,
591,980.45,69.9,
592,979.95,68.75,
593,980.1,71,
594,980.4,81.8,
595,981.15,86.9,
596,982,90.65,
597,982.65,93.65,
598,983.2,95.45,
599,983.5,96,
600,983.15,95.55,
601,982.8,95.65,
602,982.65,94.85,
603,982.55,94.55,
604,982.75,95.6,
605,983.3,95.65,
606,983.5,96.4,
607,983.85,96.15,
608,984.35,92.7,
609,984.65,88.05,
610,984.65,87.05,
611,983.95,80.6,
612,982.8,74.35,
613,981.85,72.6,
614,981.1,73.75,
615,980.45,70.35,
616,979.8,69.85,
617,979.7,71.25,
618,980.05,75.45,
619,980.65,78.75,
620,981.3,82.65,
621,982.05,85.45,
622,982.8,87.85,
623,982.8,90.65,
624,982.8,93.45,
625,982.55,94.15,
626,982.2,92.65,
627,981.9,92.45,
628,981.9,92.95,
629,982.5,93.8,
630,982.95,94.8,
631,983.55,94.75,
632,984.25,90.5,
633,984.75,85.3,
634,984.8,81.55,
635,984.55,77.7,
636,983.5,75.25,
637,982.15,70.45,
638,981.2,69.3,
639,980.3,69.1,
640,979.85,69.55,
641,979.75,68.1,
642,979.95,73.3,
643,980.35,79.3,
644,981.25,83.85,
645,982.2,86.95,
646,982.95,90.05,
647,983.2,92,
648,982.95,93.05,
649,982.4,93.45,
650,982.2,94.95,
651,981.85,95.25,
652,981.9,93.85,
653,982,93.55,
654,982.2,94.8,
655,983.1,94.55,
656,983.9,95.5,
657,984.05,90.35,
658,983.75,84.15,
659,983.35,81.85,
660,982.7,78.9,
661,981.45,72.95,
662,980.05,67.55,
663,979.05,63.85,
664,978.85,67.3,
665,979.05,67.5,
666,979.95,81.4,
667,980.55,87.15,
668,981.45,91.5,
669,982.6,92.8,
670,983.2,93.05,
671,983.35,93.65,
672,983.15,94.6,
673,982.35,95.1,
674,981.45,96.55,
675,981.1,97.45,
676,981.5,96.95,
677,981.85,96.65,
678,982.25,97,
679,982.9,96.75,
680,983.65,94.25,
681,984.05,85.6,
682,984.15,78,
683,983.65,74.7,
684,982.85,73.65,
685,982.05,76.8,
686,981.15,75.85,
687,980.25,69.6,
688,979.65,68.35,
689,979.75,70.85,
690,980.15,75.4,
691,980.6,80.5,
692,981.05,86.3,
693,981.7,88.3,
694,982.45,89.5,
695,982.95,91.35,
696,982.55,91.85,
697,982.05,93,
698,981.8,94.45,
699,981.8,94.45,
700,982.1,95.6,
701,982.9,95.9,
702,983.3,95.8,
703,984.1,95.75,
704,984.95,95.25,
705,985.05,93,
706,984.75,90.65,
707,984.35,85.05,
708,983.4,75.85,
709,982.2,70.3,
710,981.05,66.8,
711,980.1,61.8,
712,979.5,61.9,
713,980,67.9,
714,980.6,74.3,
715,981.05,83.15,
716,980.9,87.65,
717,981.1,88.35,
718,981.7,89.05,
719,982.1,91.35,
720,981.85,92.7,
721,981.45,93.5,
722,981.25,93.65,
723,981.35,93.9,
724,981.4,94.3,
725,981.5,95.7,
726,982,96.95,
727,982.65,97.9,
728,983.2,95.55,
729,983.4,93.2,
730,983.05,89.85,
731,982.35,82.05,
732,981.55,72.35,
733,980.3,66.2,
734,979.2,64.7,
735,978.25,63.15,
736,977.65,60.2,
737,977.85,61.15,
738,978.25,70.45,
739,979,77.7,
740,979.45,82.9,
741,980.3,86.3,
742,981.1,87.95,
743,980.85,90.4,
